"","Sensor_ID","ID","Date_Time","Year","Month","Mdate","Day","Time","Sensor_Name","Hourly_Counts","Weekday","latitude","longitude"
"1",1,3819252,"08/07/2021 07:00:00 AM",2021,"August",7,"Saturday",7,"Bourke Street Mall (North)",29,"Weekend",-37.8134944,144.9651532
"2",1,3820494,"08/08/2021 01:00:00 AM",2021,"August",8,"Sunday",1,"Bourke Street Mall (North)",3,"Weekend",-37.8134944,144.9651532
"3",1,3818633,"08/06/2021 10:00:00 PM",2021,"August",6,"Friday",22,"Bourke Street Mall (North)",52,"Weekday",-37.8134944,144.9651532
"4",1,3821184,"08/08/2021 11:00:00 AM",2021,"August",8,"Sunday",11,"Bourke Street Mall (North)",241,"Weekend",-37.8134944,144.9651532
"5",1,3814621,"08/04/2021 11:00:00 AM",2021,"August",4,"Wednesday",11,"Bourke Street Mall (North)",894,"Weekday",-37.8134944,144.9651532
"6",1,3820218,"08/07/2021 09:00:00 PM",2021,"August",7,"Saturday",21,"Bourke Street Mall (North)",59,"Weekend",-37.8134944,144.9651532
"7",1,3816457,"08/05/2021 02:00:00 PM",2021,"August",5,"Thursday",14,"Bourke Street Mall (North)",1334,"Weekday",-37.8134944,144.9651532
"8",1,3821115,"08/08/2021 10:00:00 AM",2021,"August",8,"Sunday",10,"Bourke Street Mall (North)",173,"Weekend",-37.8134944,144.9651532
"9",1,3820632,"08/08/2021 03:00:00 AM",2021,"August",8,"Sunday",3,"Bourke Street Mall (North)",2,"Weekend",-37.8134944,144.9651532
"10",1,3814009,"08/04/2021 02:00:00 AM",2021,"August",4,"Wednesday",2,"Bourke Street Mall (North)",15,"Weekday",-37.8134944,144.9651532
"11",1,3814281,"08/04/2021 06:00:00 AM",2021,"August",4,"Wednesday",6,"Bourke Street Mall (North)",92,"Weekday",-37.8134944,144.9651532
"12",1,3818089,"08/06/2021 02:00:00 PM",2021,"August",6,"Friday",14,"Bourke Street Mall (North)",256,"Weekday",-37.8134944,144.9651532
"13",1,3817953,"08/06/2021 12:00:00 PM",2021,"August",6,"Friday",12,"Bourke Street Mall (North)",242,"Weekday",-37.8134944,144.9651532
"14",1,3815029,"08/04/2021 05:00:00 PM",2021,"August",4,"Wednesday",17,"Bourke Street Mall (North)",1188,"Weekday",-37.8134944,144.9651532
"15",1,3814485,"08/04/2021 09:00:00 AM",2021,"August",4,"Wednesday",9,"Bourke Street Mall (North)",452,"Weekday",-37.8134944,144.9651532
"16",1,3813193,"08/03/2021 02:00:00 PM",2021,"August",3,"Tuesday",14,"Bourke Street Mall (North)",1253,"Weekday",-37.8134944,144.9651532
"17",1,3819804,"08/07/2021 03:00:00 PM",2021,"August",7,"Saturday",15,"Bourke Street Mall (North)",230,"Weekend",-37.8134944,144.9651532
"18",1,3810745,"08/02/2021 02:00:00 AM",2021,"August",2,"Monday",2,"Bourke Street Mall (North)",20,"Weekday",-37.8134944,144.9651532
"19",1,3812241,"08/03/2021 12:00:00 AM",2021,"August",3,"Tuesday",0,"Bourke Street Mall (North)",19,"Weekday",-37.8134944,144.9651532
"20",1,3814145,"08/04/2021 04:00:00 AM",2021,"August",4,"Wednesday",4,"Bourke Street Mall (North)",14,"Weekday",-37.8134944,144.9651532
"21",1,3814417,"08/04/2021 08:00:00 AM",2021,"August",4,"Wednesday",8,"Bourke Street Mall (North)",320,"Weekday",-37.8134944,144.9651532
"22",1,3820425,"08/08/2021 12:00:00 AM",2021,"August",8,"Sunday",0,"Bourke Street Mall (North)",32,"Weekend",-37.8134944,144.9651532
"23",1,3812717,"08/03/2021 07:00:00 AM",2021,"August",3,"Tuesday",7,"Bourke Street Mall (North)",137,"Weekday",-37.8134944,144.9651532
"24",1,3811221,"08/02/2021 09:00:00 AM",2021,"August",2,"Monday",9,"Bourke Street Mall (North)",431,"Weekday",-37.8134944,144.9651532
"25",1,3820011,"08/07/2021 06:00:00 PM",2021,"August",7,"Saturday",18,"Bourke Street Mall (North)",139,"Weekend",-37.8134944,144.9651532
"26",1,3820701,"08/08/2021 04:00:00 AM",2021,"August",8,"Sunday",4,"Bourke Street Mall (North)",3,"Weekend",-37.8134944,144.9651532
"27",1,3818361,"08/06/2021 06:00:00 PM",2021,"August",6,"Friday",18,"Bourke Street Mall (North)",186,"Weekday",-37.8134944,144.9651532
"28",1,3818429,"08/06/2021 07:00:00 PM",2021,"August",6,"Friday",19,"Bourke Street Mall (North)",118,"Weekday",-37.8134944,144.9651532
"29",1,3817477,"08/06/2021 05:00:00 AM",2021,"August",6,"Friday",5,"Bourke Street Mall (North)",9,"Weekday",-37.8134944,144.9651532
"30",1,3812037,"08/02/2021 09:00:00 PM",2021,"August",2,"Monday",21,"Bourke Street Mall (North)",183,"Weekday",-37.8134944,144.9651532
"31",1,3816661,"08/05/2021 05:00:00 PM",2021,"August",5,"Thursday",17,"Bourke Street Mall (North)",1843,"Weekday",-37.8134944,144.9651532
"32",1,3810677,"08/02/2021 01:00:00 AM",2021,"August",2,"Monday",1,"Bourke Street Mall (North)",18,"Weekday",-37.8134944,144.9651532
"33",1,3819735,"08/07/2021 02:00:00 PM",2021,"August",7,"Saturday",14,"Bourke Street Mall (North)",328,"Weekend",-37.8134944,144.9651532
"34",1,3821736,"08/08/2021 07:00:00 PM",2021,"August",8,"Sunday",19,"Bourke Street Mall (North)",122,"Weekend",-37.8134944,144.9651532
"35",1,3816185,"08/05/2021 10:00:00 AM",2021,"August",5,"Thursday",10,"Bourke Street Mall (North)",700,"Weekday",-37.8134944,144.9651532
"36",1,3811153,"08/02/2021 08:00:00 AM",2021,"August",2,"Monday",8,"Bourke Street Mall (North)",284,"Weekday",-37.8134944,144.9651532
"37",1,3811425,"08/02/2021 12:00:00 PM",2021,"August",2,"Monday",12,"Bourke Street Mall (North)",1325,"Weekday",-37.8134944,144.9651532
"38",1,3818565,"08/06/2021 09:00:00 PM",2021,"August",6,"Friday",21,"Bourke Street Mall (North)",39,"Weekday",-37.8134944,144.9651532
"39",1,3818701,"08/06/2021 11:00:00 PM",2021,"August",6,"Friday",23,"Bourke Street Mall (North)",32,"Weekday",-37.8134944,144.9651532
"40",1,3820356,"08/07/2021 11:00:00 PM",2021,"August",7,"Saturday",23,"Bourke Street Mall (North)",34,"Weekend",-37.8134944,144.9651532
"41",1,3820080,"08/07/2021 07:00:00 PM",2021,"August",7,"Saturday",19,"Bourke Street Mall (North)",135,"Weekend",-37.8134944,144.9651532
"42",1,3817409,"08/06/2021 04:00:00 AM",2021,"August",6,"Friday",4,"Bourke Street Mall (North)",11,"Weekday",-37.8134944,144.9651532
"43",1,3815777,"08/05/2021 04:00:00 AM",2021,"August",5,"Thursday",4,"Bourke Street Mall (North)",10,"Weekday",-37.8134944,144.9651532
"44",1,3815709,"08/05/2021 03:00:00 AM",2021,"August",5,"Thursday",3,"Bourke Street Mall (North)",5,"Weekday",-37.8134944,144.9651532
"45",1,3814213,"08/04/2021 05:00:00 AM",2021,"August",4,"Wednesday",5,"Bourke Street Mall (North)",13,"Weekday",-37.8134944,144.9651532
"46",1,3812309,"08/03/2021 01:00:00 AM",2021,"August",3,"Tuesday",1,"Bourke Street Mall (North)",7,"Weekday",-37.8134944,144.9651532
"47",1,3816117,"08/05/2021 09:00:00 AM",2021,"August",5,"Thursday",9,"Bourke Street Mall (North)",486,"Weekday",-37.8134944,144.9651532
"48",1,3812921,"08/03/2021 10:00:00 AM",2021,"August",3,"Tuesday",10,"Bourke Street Mall (North)",555,"Weekday",-37.8134944,144.9651532
"49",1,3821667,"08/08/2021 06:00:00 PM",2021,"August",8,"Sunday",18,"Bourke Street Mall (North)",171,"Weekend",-37.8134944,144.9651532
"50",1,3818157,"08/06/2021 03:00:00 PM",2021,"August",6,"Friday",15,"Bourke Street Mall (North)",241,"Weekday",-37.8134944,144.9651532
"51",1,3817205,"08/06/2021 01:00:00 AM",2021,"August",6,"Friday",1,"Bourke Street Mall (North)",13,"Weekday",-37.8134944,144.9651532
"52",1,3820977,"08/08/2021 08:00:00 AM",2021,"August",8,"Sunday",8,"Bourke Street Mall (North)",61,"Weekend",-37.8134944,144.9651532
"53",1,3814961,"08/04/2021 04:00:00 PM",2021,"August",4,"Wednesday",16,"Bourke Street Mall (North)",1272,"Weekday",-37.8134944,144.9651532
"54",1,3816729,"08/05/2021 06:00:00 PM",2021,"August",5,"Thursday",18,"Bourke Street Mall (North)",1304,"Weekday",-37.8134944,144.9651532
"55",1,3817341,"08/06/2021 03:00:00 AM",2021,"August",6,"Friday",3,"Bourke Street Mall (North)",2,"Weekday",-37.8134944,144.9651532
"56",1,3813941,"08/04/2021 01:00:00 AM",2021,"August",4,"Wednesday",1,"Bourke Street Mall (North)",26,"Weekday",-37.8134944,144.9651532
"57",1,3821391,"08/08/2021 02:00:00 PM",2021,"August",8,"Sunday",14,"Bourke Street Mall (North)",317,"Weekend",-37.8134944,144.9651532
"58",1,3815845,"08/05/2021 05:00:00 AM",2021,"August",5,"Thursday",5,"Bourke Street Mall (North)",22,"Weekday",-37.8134944,144.9651532
"59",1,3810949,"08/02/2021 05:00:00 AM",2021,"August",2,"Monday",5,"Bourke Street Mall (North)",28,"Weekday",-37.8134944,144.9651532
"60",1,3821598,"08/08/2021 05:00:00 PM",2021,"August",8,"Sunday",17,"Bourke Street Mall (North)",261,"Weekend",-37.8134944,144.9651532
"61",1,3812649,"08/03/2021 06:00:00 AM",2021,"August",3,"Tuesday",6,"Bourke Street Mall (North)",93,"Weekday",-37.8134944,144.9651532
"62",1,3811357,"08/02/2021 11:00:00 AM",2021,"August",2,"Monday",11,"Bourke Street Mall (North)",928,"Weekday",-37.8134944,144.9651532
"63",1,3812785,"08/03/2021 08:00:00 AM",2021,"August",3,"Tuesday",8,"Bourke Street Mall (North)",316,"Weekday",-37.8134944,144.9651532
"64",1,3819114,"08/07/2021 05:00:00 AM",2021,"August",7,"Saturday",5,"Bourke Street Mall (North)",5,"Weekend",-37.8134944,144.9651532
"65",1,3821805,"08/08/2021 08:00:00 PM",2021,"August",8,"Sunday",20,"Bourke Street Mall (North)",97,"Weekend",-37.8134944,144.9651532
"66",1,3815097,"08/04/2021 06:00:00 PM",2021,"August",4,"Wednesday",18,"Bourke Street Mall (North)",1018,"Weekday",-37.8134944,144.9651532
"67",1,3814757,"08/04/2021 01:00:00 PM",2021,"August",4,"Wednesday",13,"Bourke Street Mall (North)",1575,"Weekday",-37.8134944,144.9651532
"68",1,3817681,"08/06/2021 08:00:00 AM",2021,"August",6,"Friday",8,"Bourke Street Mall (North)",124,"Weekday",-37.8134944,144.9651532
"69",1,3815369,"08/04/2021 10:00:00 PM",2021,"August",4,"Wednesday",22,"Bourke Street Mall (North)",147,"Weekday",-37.8134944,144.9651532
"70",1,3821322,"08/08/2021 01:00:00 PM",2021,"August",8,"Sunday",13,"Bourke Street Mall (North)",351,"Weekend",-37.8134944,144.9651532
"71",1,3810881,"08/02/2021 04:00:00 AM",2021,"August",2,"Monday",4,"Bourke Street Mall (North)",16,"Weekday",-37.8134944,144.9651532
"72",1,3820839,"08/08/2021 06:00:00 AM",2021,"August",8,"Sunday",6,"Bourke Street Mall (North)",7,"Weekend",-37.8134944,144.9651532
"73",1,3820563,"08/08/2021 02:00:00 AM",2021,"August",8,"Sunday",2,"Bourke Street Mall (North)",4,"Weekend",-37.8134944,144.9651532
"74",1,3821046,"08/08/2021 09:00:00 AM",2021,"August",8,"Sunday",9,"Bourke Street Mall (North)",71,"Weekend",-37.8134944,144.9651532
"75",1,3811289,"08/02/2021 10:00:00 AM",2021,"August",2,"Monday",10,"Bourke Street Mall (North)",659,"Weekday",-37.8134944,144.9651532
"76",1,3812513,"08/03/2021 04:00:00 AM",2021,"August",3,"Tuesday",4,"Bourke Street Mall (North)",15,"Weekday",-37.8134944,144.9651532
"77",1,3818225,"08/06/2021 04:00:00 PM",2021,"August",6,"Friday",16,"Bourke Street Mall (North)",204,"Weekday",-37.8134944,144.9651532
"78",1,3818497,"08/06/2021 08:00:00 PM",2021,"August",6,"Friday",20,"Bourke Street Mall (North)",91,"Weekday",-37.8134944,144.9651532
"79",1,3814893,"08/04/2021 03:00:00 PM",2021,"August",4,"Wednesday",15,"Bourke Street Mall (North)",1250,"Weekday",-37.8134944,144.9651532
"80",1,3813601,"08/03/2021 08:00:00 PM",2021,"August",3,"Tuesday",20,"Bourke Street Mall (North)",348,"Weekday",-37.8134944,144.9651532
"81",1,3815301,"08/04/2021 09:00:00 PM",2021,"August",4,"Wednesday",21,"Bourke Street Mall (North)",236,"Weekday",-37.8134944,144.9651532
"82",1,3821943,"08/08/2021 10:00:00 PM",2021,"August",8,"Sunday",22,"Bourke Street Mall (North)",44,"Weekend",-37.8134944,144.9651532
"83",1,3817001,"08/05/2021 10:00:00 PM",2021,"August",5,"Thursday",22,"Bourke Street Mall (North)",54,"Weekday",-37.8134944,144.9651532
"84",1,3819597,"08/07/2021 12:00:00 PM",2021,"August",7,"Saturday",12,"Bourke Street Mall (North)",309,"Weekend",-37.8134944,144.9651532
"85",1,3820770,"08/08/2021 05:00:00 AM",2021,"August",8,"Sunday",5,"Bourke Street Mall (North)",5,"Weekend",-37.8134944,144.9651532
"86",1,3817817,"08/06/2021 10:00:00 AM",2021,"August",6,"Friday",10,"Bourke Street Mall (North)",154,"Weekday",-37.8134944,144.9651532
"87",1,3811017,"08/02/2021 06:00:00 AM",2021,"August",2,"Monday",6,"Bourke Street Mall (North)",92,"Weekday",-37.8134944,144.9651532
"88",1,3820287,"08/07/2021 10:00:00 PM",2021,"August",7,"Saturday",22,"Bourke Street Mall (North)",50,"Weekend",-37.8134944,144.9651532
"89",1,3812853,"08/03/2021 09:00:00 AM",2021,"August",3,"Tuesday",9,"Bourke Street Mall (North)",445,"Weekday",-37.8134944,144.9651532
"90",1,3816253,"08/05/2021 11:00:00 AM",2021,"August",5,"Thursday",11,"Bourke Street Mall (North)",1015,"Weekday",-37.8134944,144.9651532
"91",1,3816525,"08/05/2021 03:00:00 PM",2021,"August",5,"Thursday",15,"Bourke Street Mall (North)",1382,"Weekday",-37.8134944,144.9651532
"92",1,3813873,"08/04/2021 12:00:00 AM",2021,"August",4,"Wednesday",0,"Bourke Street Mall (North)",21,"Weekday",-37.8134944,144.9651532
"93",1,3813057,"08/03/2021 12:00:00 PM",2021,"August",3,"Tuesday",12,"Bourke Street Mall (North)",1191,"Weekday",-37.8134944,144.9651532
"94",1,3819321,"08/07/2021 08:00:00 AM",2021,"August",7,"Saturday",8,"Bourke Street Mall (North)",59,"Weekend",-37.8134944,144.9651532
"95",1,3813533,"08/03/2021 07:00:00 PM",2021,"August",3,"Tuesday",19,"Bourke Street Mall (North)",469,"Weekday",-37.8134944,144.9651532
"96",1,3817545,"08/06/2021 06:00:00 AM",2021,"August",6,"Friday",6,"Bourke Street Mall (North)",50,"Weekday",-37.8134944,144.9651532
"97",1,3815233,"08/04/2021 08:00:00 PM",2021,"August",4,"Wednesday",20,"Bourke Street Mall (North)",391,"Weekday",-37.8134944,144.9651532
"98",1,3819528,"08/07/2021 11:00:00 AM",2021,"August",7,"Saturday",11,"Bourke Street Mall (North)",238,"Weekend",-37.8134944,144.9651532
"99",1,3818838,"08/07/2021 01:00:00 AM",2021,"August",7,"Saturday",1,"Bourke Street Mall (North)",10,"Weekend",-37.8134944,144.9651532
"100",1,3820908,"08/08/2021 07:00:00 AM",2021,"August",8,"Sunday",7,"Bourke Street Mall (North)",19,"Weekend",-37.8134944,144.9651532
"101",1,3816049,"08/05/2021 08:00:00 AM",2021,"August",5,"Thursday",8,"Bourke Street Mall (North)",324,"Weekday",-37.8134944,144.9651532
"102",1,3811085,"08/02/2021 07:00:00 AM",2021,"August",2,"Monday",7,"Bourke Street Mall (North)",133,"Weekday",-37.8134944,144.9651532
"103",1,3816389,"08/05/2021 01:00:00 PM",2021,"August",5,"Thursday",13,"Bourke Street Mall (North)",1364,"Weekday",-37.8134944,144.9651532
"104",1,3816593,"08/05/2021 04:00:00 PM",2021,"August",5,"Thursday",16,"Bourke Street Mall (North)",1487,"Weekday",-37.8134944,144.9651532
"105",1,3811765,"08/02/2021 05:00:00 PM",2021,"August",2,"Monday",17,"Bourke Street Mall (North)",1462,"Weekday",-37.8134944,144.9651532
"106",1,3819873,"08/07/2021 04:00:00 PM",2021,"August",7,"Saturday",16,"Bourke Street Mall (North)",250,"Weekend",-37.8134944,144.9651532
"107",1,3815165,"08/04/2021 07:00:00 PM",2021,"August",4,"Wednesday",19,"Bourke Street Mall (North)",490,"Weekday",-37.8134944,144.9651532
"108",1,3814077,"08/04/2021 03:00:00 AM",2021,"August",4,"Wednesday",3,"Bourke Street Mall (North)",1,"Weekday",-37.8134944,144.9651532
"109",1,3819666,"08/07/2021 01:00:00 PM",2021,"August",7,"Saturday",13,"Bourke Street Mall (North)",231,"Weekend",-37.8134944,144.9651532
"110",1,3816865,"08/05/2021 08:00:00 PM",2021,"August",5,"Thursday",20,"Bourke Street Mall (North)",421,"Weekday",-37.8134944,144.9651532
"111",1,3811969,"08/02/2021 08:00:00 PM",2021,"August",2,"Monday",20,"Bourke Street Mall (North)",337,"Weekday",-37.8134944,144.9651532
"112",1,3822012,"08/08/2021 11:00:00 PM",2021,"August",8,"Sunday",23,"Bourke Street Mall (North)",32,"Weekend",-37.8134944,144.9651532
"113",1,3818021,"08/06/2021 01:00:00 PM",2021,"August",6,"Friday",13,"Bourke Street Mall (North)",273,"Weekday",-37.8134944,144.9651532
"114",1,3812581,"08/03/2021 05:00:00 AM",2021,"August",3,"Tuesday",5,"Bourke Street Mall (North)",16,"Weekday",-37.8134944,144.9651532
"115",1,3816321,"08/05/2021 12:00:00 PM",2021,"August",5,"Thursday",12,"Bourke Street Mall (North)",1321,"Weekday",-37.8134944,144.9651532
"116",1,3812445,"08/03/2021 03:00:00 AM",2021,"August",3,"Tuesday",3,"Bourke Street Mall (North)",12,"Weekday",-37.8134944,144.9651532
"117",1,3819390,"08/07/2021 09:00:00 AM",2021,"August",7,"Saturday",9,"Bourke Street Mall (North)",108,"Weekend",-37.8134944,144.9651532
"118",1,3821253,"08/08/2021 12:00:00 PM",2021,"August",8,"Sunday",12,"Bourke Street Mall (North)",282,"Weekend",-37.8134944,144.9651532
"119",1,3818293,"08/06/2021 05:00:00 PM",2021,"August",6,"Friday",17,"Bourke Street Mall (North)",278,"Weekday",-37.8134944,144.9651532
"120",1,3814689,"08/04/2021 12:00:00 PM",2021,"August",4,"Wednesday",12,"Bourke Street Mall (North)",1380,"Weekday",-37.8134944,144.9651532
"121",1,3810609,"08/02/2021 12:00:00 AM",2021,"August",2,"Monday",0,"Bourke Street Mall (North)",29,"Weekday",-37.8134944,144.9651532
"122",1,3813805,"08/03/2021 11:00:00 PM",2021,"August",3,"Tuesday",23,"Bourke Street Mall (North)",62,"Weekday",-37.8134944,144.9651532
"123",1,3816797,"08/05/2021 07:00:00 PM",2021,"August",5,"Thursday",19,"Bourke Street Mall (North)",912,"Weekday",-37.8134944,144.9651532
"124",1,3810813,"08/02/2021 03:00:00 AM",2021,"August",2,"Monday",3,"Bourke Street Mall (North)",4,"Weekday",-37.8134944,144.9651532
"125",1,3817885,"08/06/2021 11:00:00 AM",2021,"August",6,"Friday",11,"Bourke Street Mall (North)",162,"Weekday",-37.8134944,144.9651532
"126",1,3821529,"08/08/2021 04:00:00 PM",2021,"August",8,"Sunday",16,"Bourke Street Mall (North)",252,"Weekend",-37.8134944,144.9651532
"127",1,3815913,"08/05/2021 06:00:00 AM",2021,"August",5,"Thursday",6,"Bourke Street Mall (North)",94,"Weekday",-37.8134944,144.9651532
"128",1,3819045,"08/07/2021 04:00:00 AM",2021,"August",7,"Saturday",4,"Bourke Street Mall (North)",7,"Weekend",-37.8134944,144.9651532
"129",1,3814553,"08/04/2021 10:00:00 AM",2021,"August",4,"Wednesday",10,"Bourke Street Mall (North)",663,"Weekday",-37.8134944,144.9651532
"130",1,3811561,"08/02/2021 02:00:00 PM",2021,"August",2,"Monday",14,"Bourke Street Mall (North)",1398,"Weekday",-37.8134944,144.9651532
"131",1,3815641,"08/05/2021 02:00:00 AM",2021,"August",5,"Thursday",2,"Bourke Street Mall (North)",19,"Weekday",-37.8134944,144.9651532
"132",1,3811833,"08/02/2021 06:00:00 PM",2021,"August",2,"Monday",18,"Bourke Street Mall (North)",1128,"Weekday",-37.8134944,144.9651532
"133",1,3817749,"08/06/2021 09:00:00 AM",2021,"August",6,"Friday",9,"Bourke Street Mall (North)",117,"Weekday",-37.8134944,144.9651532
"134",1,3815437,"08/04/2021 11:00:00 PM",2021,"August",4,"Wednesday",23,"Bourke Street Mall (North)",75,"Weekday",-37.8134944,144.9651532
"135",1,3812173,"08/02/2021 11:00:00 PM",2021,"August",2,"Monday",23,"Bourke Street Mall (North)",35,"Weekday",-37.8134944,144.9651532
"136",1,3814349,"08/04/2021 07:00:00 AM",2021,"August",4,"Wednesday",7,"Bourke Street Mall (North)",157,"Weekday",-37.8134944,144.9651532
"137",1,3812377,"08/03/2021 02:00:00 AM",2021,"August",3,"Tuesday",2,"Bourke Street Mall (North)",8,"Weekday",-37.8134944,144.9651532
"138",1,3821460,"08/08/2021 03:00:00 PM",2021,"August",8,"Sunday",15,"Bourke Street Mall (North)",354,"Weekend",-37.8134944,144.9651532
"139",1,3820149,"08/07/2021 08:00:00 PM",2021,"August",7,"Saturday",20,"Bourke Street Mall (North)",107,"Weekend",-37.8134944,144.9651532
"140",1,3813261,"08/03/2021 03:00:00 PM",2021,"August",3,"Tuesday",15,"Bourke Street Mall (North)",1241,"Weekday",-37.8134944,144.9651532
"141",1,3813669,"08/03/2021 09:00:00 PM",2021,"August",3,"Tuesday",21,"Bourke Street Mall (North)",194,"Weekday",-37.8134944,144.9651532
"142",1,3811493,"08/02/2021 01:00:00 PM",2021,"August",2,"Monday",13,"Bourke Street Mall (North)",1581,"Weekday",-37.8134944,144.9651532
"143",1,3818976,"08/07/2021 03:00:00 AM",2021,"August",7,"Saturday",3,"Bourke Street Mall (North)",5,"Weekend",-37.8134944,144.9651532
"144",1,3812105,"08/02/2021 10:00:00 PM",2021,"August",2,"Monday",22,"Bourke Street Mall (North)",113,"Weekday",-37.8134944,144.9651532
"145",1,3815981,"08/05/2021 07:00:00 AM",2021,"August",5,"Thursday",7,"Bourke Street Mall (North)",132,"Weekday",-37.8134944,144.9651532
"146",1,3815573,"08/05/2021 01:00:00 AM",2021,"August",5,"Thursday",1,"Bourke Street Mall (North)",9,"Weekday",-37.8134944,144.9651532
"147",1,3813397,"08/03/2021 05:00:00 PM",2021,"August",3,"Tuesday",17,"Bourke Street Mall (North)",1308,"Weekday",-37.8134944,144.9651532
"148",1,3817613,"08/06/2021 07:00:00 AM",2021,"August",6,"Friday",7,"Bourke Street Mall (North)",72,"Weekday",-37.8134944,144.9651532
"149",1,3819183,"08/07/2021 06:00:00 AM",2021,"August",7,"Saturday",6,"Bourke Street Mall (North)",14,"Weekend",-37.8134944,144.9651532
"150",1,3818907,"08/07/2021 02:00:00 AM",2021,"August",7,"Saturday",2,"Bourke Street Mall (North)",6,"Weekend",-37.8134944,144.9651532
"151",1,3813737,"08/03/2021 10:00:00 PM",2021,"August",3,"Tuesday",22,"Bourke Street Mall (North)",132,"Weekday",-37.8134944,144.9651532
"152",1,3811629,"08/02/2021 03:00:00 PM",2021,"August",2,"Monday",15,"Bourke Street Mall (North)",1390,"Weekday",-37.8134944,144.9651532
"153",1,3817137,"08/06/2021 12:00:00 AM",2021,"August",6,"Friday",0,"Bourke Street Mall (North)",16,"Weekday",-37.8134944,144.9651532
"154",1,3811697,"08/02/2021 04:00:00 PM",2021,"August",2,"Monday",16,"Bourke Street Mall (North)",1355,"Weekday",-37.8134944,144.9651532
"155",1,3813329,"08/03/2021 04:00:00 PM",2021,"August",3,"Tuesday",16,"Bourke Street Mall (North)",1382,"Weekday",-37.8134944,144.9651532
"156",1,3819459,"08/07/2021 10:00:00 AM",2021,"August",7,"Saturday",10,"Bourke Street Mall (North)",153,"Weekend",-37.8134944,144.9651532
"157",1,3817069,"08/05/2021 11:00:00 PM",2021,"August",5,"Thursday",23,"Bourke Street Mall (North)",39,"Weekday",-37.8134944,144.9651532
"158",1,3811901,"08/02/2021 07:00:00 PM",2021,"August",2,"Monday",19,"Bourke Street Mall (North)",490,"Weekday",-37.8134944,144.9651532
"159",1,3816933,"08/05/2021 09:00:00 PM",2021,"August",5,"Thursday",21,"Bourke Street Mall (North)",103,"Weekday",-37.8134944,144.9651532
"160",1,3812989,"08/03/2021 11:00:00 AM",2021,"August",3,"Tuesday",11,"Bourke Street Mall (North)",841,"Weekday",-37.8134944,144.9651532
"161",1,3813465,"08/03/2021 06:00:00 PM",2021,"August",3,"Tuesday",18,"Bourke Street Mall (North)",1091,"Weekday",-37.8134944,144.9651532
"162",1,3819942,"08/07/2021 05:00:00 PM",2021,"August",7,"Saturday",17,"Bourke Street Mall (North)",191,"Weekend",-37.8134944,144.9651532
"163",1,3818769,"08/07/2021 12:00:00 AM",2021,"August",7,"Saturday",0,"Bourke Street Mall (North)",18,"Weekend",-37.8134944,144.9651532
"164",1,3815505,"08/05/2021 12:00:00 AM",2021,"August",5,"Thursday",0,"Bourke Street Mall (North)",30,"Weekday",-37.8134944,144.9651532
"165",1,3817273,"08/06/2021 02:00:00 AM",2021,"August",6,"Friday",2,"Bourke Street Mall (North)",3,"Weekday",-37.8134944,144.9651532
"166",1,3814825,"08/04/2021 02:00:00 PM",2021,"August",4,"Wednesday",14,"Bourke Street Mall (North)",1403,"Weekday",-37.8134944,144.9651532
"167",1,3813125,"08/03/2021 01:00:00 PM",2021,"August",3,"Tuesday",13,"Bourke Street Mall (North)",1341,"Weekday",-37.8134944,144.9651532
"168",1,3821874,"08/08/2021 09:00:00 PM",2021,"August",8,"Sunday",21,"Bourke Street Mall (North)",65,"Weekend",-37.8134944,144.9651532
"169",2,3817748,"08/06/2021 09:00:00 AM",2021,"August",6,"Friday",9,"Bourke Street Mall (South)",90,"Weekday",-37.81380667,144.9651672
"170",2,3812444,"08/03/2021 03:00:00 AM",2021,"August",3,"Tuesday",3,"Bourke Street Mall (South)",10,"Weekday",-37.81380667,144.9651672
"171",2,3810744,"08/02/2021 02:00:00 AM",2021,"August",2,"Monday",2,"Bourke Street Mall (South)",12,"Weekday",-37.81380667,144.9651672
"172",2,3812240,"08/03/2021 12:00:00 AM",2021,"August",3,"Tuesday",0,"Bourke Street Mall (South)",13,"Weekday",-37.81380667,144.9651672
"173",2,3810676,"08/02/2021 01:00:00 AM",2021,"August",2,"Monday",1,"Bourke Street Mall (South)",3,"Weekday",-37.81380667,144.9651672
"174",2,3813668,"08/03/2021 09:00:00 PM",2021,"August",3,"Tuesday",21,"Bourke Street Mall (South)",53,"Weekday",-37.81380667,144.9651672
"175",2,3820217,"08/07/2021 09:00:00 PM",2021,"August",7,"Saturday",21,"Bourke Street Mall (South)",24,"Weekend",-37.81380667,144.9651672
"176",2,3813940,"08/04/2021 01:00:00 AM",2021,"August",4,"Wednesday",1,"Bourke Street Mall (South)",7,"Weekday",-37.81380667,144.9651672
"177",2,3814144,"08/04/2021 04:00:00 AM",2021,"August",4,"Wednesday",4,"Bourke Street Mall (South)",7,"Weekday",-37.81380667,144.9651672
"178",2,3815572,"08/05/2021 01:00:00 AM",2021,"August",5,"Thursday",1,"Bourke Street Mall (South)",7,"Weekday",-37.81380667,144.9651672
"179",2,3810608,"08/02/2021 12:00:00 AM",2021,"August",2,"Monday",0,"Bourke Street Mall (South)",35,"Weekday",-37.81380667,144.9651672
"180",2,3819389,"08/07/2021 09:00:00 AM",2021,"August",7,"Saturday",9,"Bourke Street Mall (South)",52,"Weekend",-37.81380667,144.9651672
